
Predictions were generated on 31-Jan-2024 at 12:35:17 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.1
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; HydroDyn; MAP++ (<1.20.10>, <Oct-20-2023>)

Description from the FAST input file: CCT-9 Campign 4 model. Input files to be run with OpenFAST 3.5.0. GitHub branch from Lu Wang (https://github.com/luwang00/openfast/tree/dev) compiled on March 7, 2023.

Time	Wind1VelX	GenSpeed	RotSpeed	RotTorq	RotThrust	TwrBsMxt	TwrBsMyt	TwrBsMzt	TwrBsFxt	TwrBsFyt	TwrBsFzt	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	TTDspFA	TTDspSS	YawBrFyn	RtAeroCp	RtAeroCt	RtAeroCq	RtTSR	GenPwr	BlPitchC1	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	T[1]	T[2]	T[3]
(s)	(m/s)	(rpm)	(rpm)	(kN-m)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(m)	(m)	(kN)	(-)	(-)	(-)	(-)	(kW)	(deg)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	[N]	[N]	[N]
  300.5500	 1.000E+01	 8.555E+00	 8.555E+00	-8.788E-06	 2.568E+03	 8.181E+04	 2.112E+05	 1.959E+03	 2.061E+03	-7.706E+02	-1.819E+04	 7.883E+00	-5.639E-01	-4.622E-02	 2.477E+00	 1.065E+00	 4.092E-01	 3.860E-01	-5.421E-17	-4.850E+02	-5.621E-04	 6.159E-01	-5.147E-05	 1.092E+01	-9.178E-05	 1.700E+00	 0.000E+00	-6.773E+04	-2.535E-03	 2.036E+08	-9.226E+07	-3.949E+07	 2.785E+04	 2.851E+06	 2.760E+06	 4.350E+06
  300.6000	 1.000E+01	 8.555E+00	 8.555E+00	-1.823E-05	 2.568E+03	 8.176E+04	 2.112E+05	 1.951E+03	 2.061E+03	-7.702E+02	-1.819E+04	 7.882E+00	-5.639E-01	-4.625E-02	 2.477E+00	 1.065E+00	 4.092E-01	 3.860E-01	-5.863E-16	-4.846E+02	-5.708E-04	 6.159E-01	-5.226E-05	 1.092E+01	-9.178E-05	 1.700E+00	 0.000E+00	-6.779E+04	-2.888E-03	 2.036E+08	-9.226E+07	-3.949E+07	 3.171E+04	 2.851E+06	 2.760E+06	 4.350E+06
  300.6500	 1.000E+01	 8.555E+00	 8.555E+00	-9.314E-06	 2.568E+03	 8.170E+04	 2.112E+05	 1.944E+03	 2.061E+03	-7.698E+02	-1.819E+04	 7.881E+00	-5.639E-01	-4.629E-02	 2.477E+00	 1.065E+00	 4.091E-01	 3.860E-01	 1.347E-15	-4.842E+02	-5.792E-04	 6.159E-01	-5.303E-05	 1.092E+01	-9.178E-05	 1.700E+00	 0.000E+00	-6.786E+04	-3.194E-03	 2.036E+08	-9.226E+07	-3.949E+07	 3.507E+04	 2.851E+06	 2.760E+06	 4.350E+06
  300.7000	 1.000E+01	 8.555E+00	 8.555E+00	 7.566E-06	 2.568E+03	 8.165E+04	 2.112E+05	 1.936E+03	 2.061E+03	-7.694E+02	-1.819E+04	 7.880E+00	-5.639E-01	-4.634E-02	 2.477E+00	 1.065E+00	 4.091E-01	 3.860E-01	-5.122E-16	-4.838E+02	-5.953E-04	 6.159E-01	-5.451E-05	 1.092E+01	-9.178E-05	 1.700E+00	 0.000E+00	-6.792E+04	-3.560E-03	 2.036E+08	-9.226E+07	-3.949E+07	 3.909E+04	 2.851E+06	 2.760E+06	 4.350E+06
  300.7500	 1.000E+01	 8.555E+00	 8.555E+00	-3.195E-06	 2.568E+03	 8.160E+04	 2.112E+05	 1.929E+03	 2.061E+03	-7.690E+02	-1.819E+04	 7.880E+00	-5.639E-01	-4.639E-02	 2.477E+00	 1.065E+00	 4.090E-01	 3.860E-01	 1.665E-16	-4.834E+02	-6.014E-04	 6.159E-01	-5.507E-05	 1.092E+01	-9.178E-05	 1.700E+00	 0.000E+00	-6.798E+04	-3.883E-03	 2.036E+08	-9.226E+07	-3.949E+07	 4.264E+04	 2.851E+06	 2.760E+06	 4.350E+06
  300.8000	 1.000E+01	 8.554E+00	 8.554E+00	-1.535E-05	 2.568E+03	 8.155E+04	 2.112E+05	 1.921E+03	 2.061E+03	-7.686E+02	-1.819E+04	 7.879E+00	-5.639E-01	-4.645E-02	 2.477E+00	 1.065E+00	 4.089E-01	 3.860E-01	 9.433E-16	-4.830E+02	-6.083E-04	 6.159E-01	-5.570E-05	 1.092E+01	-9.178E-05	 1.700E+00	 0.000E+00	-6.804E+04	-4.216E-03	 2.036E+08	-9.226E+07	-3.949E+07	 4.628E+04	 2.851E+06	 2.760E+06	 4.350E+06
  300.8500	 1.000E+01	 8.554E+00	 8.554E+00	-1.801E-05	 2.568E+03	 8.150E+04	 2.112E+05	 1.914E+03	 2.061E+03	-7.683E+02	-1.819E+04	 7.878E+00	-5.639E-01	-4.652E-02	 2.477E+00	 1.065E+00	 4.089E-01	 3.860E-01	-1.926E-16	-4.826E+02	-6.151E-04	 6.159E-01	-5.631E-05	 1.092E+01	-9.178E-05	 1.700E+00	 0.000E+00	-6.810E+04	-4.563E-03	 2.036E+08	-9.226E+07	-3.949E+07	 5.009E+04	 2.851E+06	 2.760E+06	 4.350E+06
  300.9000	 1.000E+01	 8.554E+00	 8.554E+00	-1.273E-05	 2.568E+03	 8.145E+04	 2.112E+05	 1.907E+03	 2.061E+03	-7.679E+02	-1.819E+04	 7.877E+00	-5.639E-01	-4.659E-02	 2.477E+00	 1.065E+00	 4.088E-01	 3.860E-01	-1.349E-15	-4.823E+02	-6.235E-04	 6.159E-01	-5.709E-05	 1.092E+01	-9.178E-05	 1.700E+00	 0.000E+00	-6.816E+04	-4.899E-03	 2.036E+08	-9.226E+07	-3.949E+07	 5.378E+04	 2.851E+06	 2.760E+06	 4.349E+06
  300.9500	 1.000E+01	 8.554E+00	 8.554E+00	-1.153E-05	 2.568E+03	 8.141E+04	 2.112E+05	 1.901E+03	 2.061E+03	-7.676E+02	-1.819E+04	 7.876E+00	-5.639E-01	-4.668E-02	 2.477E+00	 1.065E+00	 4.088E-01	 3.860E-01	-1.609E-15	-4.819E+02	-6.233E-04	 6.159E-01	-5.707E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.821E+04	-5.161E-03	 2.036E+08	-9.226E+07	-3.949E+07	 5.665E+04	 2.851E+06	 2.761E+06	 4.349E+06
  301.0000	 1.000E+01	 8.554E+00	 8.554E+00	-2.209E-05	 2.568E+03	 8.137E+04	 2.112E+05	 1.894E+03	 2.061E+03	-7.672E+02	-1.819E+04	 7.875E+00	-5.639E-01	-4.677E-02	 2.477E+00	 1.065E+00	 4.087E-01	 3.860E-01	 1.089E-16	-4.816E+02	-6.342E-04	 6.159E-01	-5.806E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.827E+04	-5.432E-03	 2.036E+08	-9.226E+07	-3.949E+07	 5.963E+04	 2.851E+06	 2.761E+06	 4.349E+06
  301.0500	 1.000E+01	 8.554E+00	 8.554E+00	-1.491E-05	 2.568E+03	 8.133E+04	 2.112E+05	 1.888E+03	 2.061E+03	-7.669E+02	-1.819E+04	 7.874E+00	-5.639E-01	-4.687E-02	 2.477E+00	 1.065E+00	 4.086E-01	 3.860E-01	 1.424E-15	-4.813E+02	-6.379E-04	 6.159E-01	-5.841E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.832E+04	-5.693E-03	 2.036E+08	-9.226E+07	-3.949E+07	 6.249E+04	 2.851E+06	 2.761E+06	 4.349E+06
  301.1000	 1.000E+01	 8.554E+00	 8.554E+00	-2.079E-05	 2.568E+03	 8.129E+04	 2.112E+05	 1.883E+03	 2.061E+03	-7.666E+02	-1.819E+04	 7.874E+00	-5.639E-01	-4.697E-02	 2.477E+00	 1.065E+00	 4.086E-01	 3.861E-01	 1.870E-15	-4.810E+02	-6.459E-04	 6.159E-01	-5.914E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.837E+04	-5.882E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.457E+04	 2.851E+06	 2.761E+06	 4.349E+06
  301.1500	 1.000E+01	 8.554E+00	 8.554E+00	-1.623E-05	 2.568E+03	 8.125E+04	 2.112E+05	 1.879E+03	 2.061E+03	-7.664E+02	-1.819E+04	 7.873E+00	-5.639E-01	-4.709E-02	 2.477E+00	 1.065E+00	 4.085E-01	 3.861E-01	 2.147E-16	-4.807E+02	-6.501E-04	 6.159E-01	-5.952E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.842E+04	-6.046E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.637E+04	 2.851E+06	 2.761E+06	 4.349E+06
  301.2000	 1.000E+01	 8.554E+00	 8.554E+00	-9.406E-06	 2.568E+03	 8.122E+04	 2.112E+05	 1.875E+03	 2.061E+03	-7.661E+02	-1.819E+04	 7.872E+00	-5.639E-01	-4.721E-02	 2.477E+00	 1.065E+00	 4.084E-01	 3.861E-01	 3.708E-16	-4.805E+02	-6.558E-04	 6.159E-01	-6.004E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.848E+04	-6.189E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.794E+04	 2.852E+06	 2.761E+06	 4.349E+06
  301.2500	 1.000E+01	 8.554E+00	 8.554E+00	-1.580E-05	 2.568E+03	 8.118E+04	 2.112E+05	 1.872E+03	 2.061E+03	-7.659E+02	-1.819E+04	 7.871E+00	-5.639E-01	-4.734E-02	 2.477E+00	 1.065E+00	 4.084E-01	 3.861E-01	-6.687E-16	-4.802E+02	-6.594E-04	 6.159E-01	-6.037E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.853E+04	-6.290E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.904E+04	 2.852E+06	 2.761E+06	 4.349E+06
  301.3000	 1.000E+01	 8.554E+00	 8.554E+00	-1.157E-05	 2.568E+03	 8.115E+04	 2.112E+05	 1.869E+03	 2.061E+03	-7.656E+02	-1.819E+04	 7.870E+00	-5.639E-01	-4.747E-02	 2.477E+00	 1.065E+00	 4.083E-01	 3.861E-01	 3.374E-16	-4.800E+02	-6.663E-04	 6.159E-01	-6.100E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.858E+04	-6.385E-03	 2.036E+08	-9.226E+07	-3.948E+07	 7.009E+04	 2.852E+06	 2.761E+06	 4.349E+06
  301.3500	 1.000E+01	 8.554E+00	 8.554E+00	 8.926E-06	 2.567E+03	 8.113E+04	 2.112E+05	 1.867E+03	 2.061E+03	-7.654E+02	-1.818E+04	 7.869E+00	-5.639E-01	-4.762E-02	 2.477E+00	 1.065E+00	 4.082E-01	 3.861E-01	 4.150E-16	-4.798E+02	-6.682E-04	 6.159E-01	-6.118E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.864E+04	-6.415E-03	 2.036E+08	-9.226E+07	-3.948E+07	 7.042E+04	 2.852E+06	 2.761E+06	 4.349E+06
  301.4000	 1.000E+01	 8.554E+00	 8.554E+00	 1.464E-05	 2.567E+03	 8.110E+04	 2.112E+05	 1.866E+03	 2.061E+03	-7.652E+02	-1.818E+04	 7.869E+00	-5.639E-01	-4.777E-02	 2.477E+00	 1.065E+00	 4.082E-01	 3.861E-01	-6.505E-18	-4.796E+02	-6.765E-04	 6.159E-01	-6.194E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.869E+04	-6.375E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.998E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.4500	 1.000E+01	 8.553E+00	 8.553E+00	-3.661E-06	 2.567E+03	 8.108E+04	 2.112E+05	 1.864E+03	 2.061E+03	-7.651E+02	-1.818E+04	 7.868E+00	-5.639E-01	-4.792E-02	 2.477E+00	 1.065E+00	 4.081E-01	 3.862E-01	-1.258E-15	-4.794E+02	-6.763E-04	 6.159E-01	-6.192E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.874E+04	-6.359E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.981E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.5000	 1.000E+01	 8.553E+00	 8.553E+00	 6.621E-06	 2.567E+03	 8.106E+04	 2.112E+05	 1.865E+03	 2.061E+03	-7.649E+02	-1.818E+04	 7.867E+00	-5.639E-01	-4.809E-02	 2.477E+00	 1.065E+00	 4.081E-01	 3.862E-01	-4.337E-17	-4.793E+02	-6.821E-04	 6.159E-01	-6.245E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.880E+04	-6.243E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.854E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.5500	 1.000E+01	 8.553E+00	 8.553E+00	-9.326E-06	 2.567E+03	 8.105E+04	 2.112E+05	 1.865E+03	 2.061E+03	-7.648E+02	-1.818E+04	 7.866E+00	-5.639E-01	-4.826E-02	 2.477E+00	 1.065E+00	 4.080E-01	 3.862E-01	-2.069E-16	-4.792E+02	-6.864E-04	 6.159E-01	-6.285E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.886E+04	-6.156E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.758E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.6000	 1.000E+01	 8.553E+00	 8.553E+00	 4.749E-06	 2.567E+03	 8.103E+04	 2.113E+05	 1.866E+03	 2.061E+03	-7.647E+02	-1.818E+04	 7.865E+00	-5.639E-01	-4.844E-02	 2.477E+00	 1.065E+00	 4.079E-01	 3.862E-01	-8.544E-17	-4.791E+02	-6.883E-04	 6.159E-01	-6.302E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.892E+04	-5.990E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.576E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.6500	 1.000E+01	 8.553E+00	 8.553E+00	 8.435E-06	 2.567E+03	 8.102E+04	 2.113E+05	 1.867E+03	 2.061E+03	-7.646E+02	-1.818E+04	 7.865E+00	-5.639E-01	-4.862E-02	 2.477E+00	 1.065E+00	 4.079E-01	 3.862E-01	-5.980E-16	-4.790E+02	-6.910E-04	 6.159E-01	-6.327E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.898E+04	-5.813E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.382E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.7000	 1.000E+01	 8.553E+00	 8.553E+00	 7.371E-07	 2.567E+03	 8.101E+04	 2.113E+05	 1.870E+03	 2.061E+03	-7.646E+02	-1.818E+04	 7.864E+00	-5.639E-01	-4.882E-02	 2.477E+00	 1.065E+00	 4.078E-01	 3.863E-01	-1.593E-15	-4.789E+02	-6.973E-04	 6.159E-01	-6.384E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.905E+04	-5.570E-03	 2.036E+08	-9.226E+07	-3.948E+07	 6.115E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.7500	 1.000E+01	 8.553E+00	 8.553E+00	-2.960E-06	 2.567E+03	 8.101E+04	 2.113E+05	 1.872E+03	 2.061E+03	-7.645E+02	-1.818E+04	 7.863E+00	-5.639E-01	-4.901E-02	 2.477E+00	 1.065E+00	 4.077E-01	 3.863E-01	 2.177E-16	-4.789E+02	-6.965E-04	 6.159E-01	-6.377E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.912E+04	-5.338E-03	 2.036E+08	-9.226E+07	-3.948E+07	 5.860E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.8000	 1.000E+01	 8.553E+00	 8.553E+00	-8.404E-06	 2.567E+03	 8.100E+04	 2.113E+05	 1.875E+03	 2.061E+03	-7.645E+02	-1.818E+04	 7.862E+00	-5.639E-01	-4.922E-02	 2.477E+00	 1.065E+00	 4.076E-01	 3.863E-01	-7.026E-17	-4.788E+02	-7.055E-04	 6.159E-01	-6.459E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.919E+04	-5.087E-03	 2.036E+08	-9.226E+07	-3.948E+07	 5.586E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.8500	 1.000E+01	 8.553E+00	 8.553E+00	-7.861E-07	 2.567E+03	 8.100E+04	 2.113E+05	 1.878E+03	 2.061E+03	-7.645E+02	-1.818E+04	 7.861E+00	-5.639E-01	-4.943E-02	 2.477E+00	 1.065E+00	 4.076E-01	 3.864E-01	-5.070E-16	-4.788E+02	-7.060E-04	 6.159E-01	-6.463E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.927E+04	-4.795E-03	 2.036E+08	-9.226E+07	-3.948E+07	 5.265E+04	 2.852E+06	 2.761E+06	 4.348E+06
  301.9000	 1.000E+01	 8.553E+00	 8.553E+00	-2.537E-05	 2.567E+03	 8.101E+04	 2.113E+05	 1.882E+03	 2.061E+03	-7.645E+02	-1.818E+04	 7.861E+00	-5.639E-01	-4.965E-02	 2.477E+00	 1.065E+00	 4.075E-01	 3.864E-01	-9.858E-16	-4.789E+02	-7.063E-04	 6.159E-01	-6.466E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.934E+04	-4.476E-03	 2.036E+08	-9.226E+07	-3.948E+07	 4.915E+04	 2.852E+06	 2.761E+06	 4.347E+06
  301.9500	 1.000E+01	 8.552E+00	 8.552E+00	 4.621E-06	 2.567E+03	 8.101E+04	 2.113E+05	 1.886E+03	 2.061E+03	-7.645E+02	-1.818E+04	 7.860E+00	-5.639E-01	-4.987E-02	 2.477E+00	 1.065E+00	 4.074E-01	 3.864E-01	-6.657E-16	-4.789E+02	-7.075E-04	 6.159E-01	-6.478E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.942E+04	-4.149E-03	 2.036E+08	-9.226E+07	-3.948E+07	 4.557E+04	 2.852E+06	 2.762E+06	 4.347E+06
  302.0000	 1.000E+01	 8.552E+00	 8.552E+00	 1.425E-05	 2.567E+03	 8.102E+04	 2.113E+05	 1.890E+03	 2.061E+03	-7.646E+02	-1.818E+04	 7.859E+00	-5.639E-01	-5.011E-02	 2.477E+00	 1.065E+00	 4.074E-01	 3.865E-01	-7.724E-16	-4.789E+02	-7.160E-04	 6.159E-01	-6.556E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.951E+04	-3.814E-03	 2.036E+08	-9.226E+07	-3.948E+07	 4.189E+04	 2.852E+06	 2.762E+06	 4.347E+06
  302.0500	 1.000E+01	 8.552E+00	 8.552E+00	 5.172E-06	 2.567E+03	 8.103E+04	 2.114E+05	 1.893E+03	 2.061E+03	-7.647E+02	-1.818E+04	 7.858E+00	-5.639E-01	-5.034E-02	 2.477E+00	 1.065E+00	 4.073E-01	 3.865E-01	-1.387E-15	-4.790E+02	-7.153E-04	 6.159E-01	-6.549E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.959E+04	-3.571E-03	 2.036E+08	-9.226E+07	-3.947E+07	 3.922E+04	 2.852E+06	 2.762E+06	 4.347E+06
  302.1000	 1.000E+01	 8.552E+00	 8.552E+00	-4.563E-06	 2.567E+03	 8.104E+04	 2.114E+05	 1.896E+03	 2.061E+03	-7.648E+02	-1.818E+04	 7.858E+00	-5.639E-01	-5.059E-02	 2.477E+00	 1.065E+00	 4.072E-01	 3.865E-01	 8.982E-16	-4.791E+02	-7.216E-04	 6.159E-01	-6.607E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.968E+04	-3.266E-03	 2.036E+08	-9.226E+07	-3.947E+07	 3.588E+04	 2.852E+06	 2.762E+06	 4.347E+06
  302.1500	 1.000E+01	 8.552E+00	 8.552E+00	 3.899E-06	 2.567E+03	 8.106E+04	 2.114E+05	 1.900E+03	 2.061E+03	-7.649E+02	-1.818E+04	 7.857E+00	-5.639E-01	-5.084E-02	 2.477E+00	 1.065E+00	 4.072E-01	 3.866E-01	 2.177E-16	-4.792E+02	-7.215E-04	 6.159E-01	-6.605E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.977E+04	-2.946E-03	 2.036E+08	-9.226E+07	-3.947E+07	 3.236E+04	 2.852E+06	 2.762E+06	 4.347E+06
  302.2000	 1.000E+01	 8.552E+00	 8.552E+00	-2.639E-06	 2.567E+03	 8.108E+04	 2.114E+05	 1.906E+03	 2.061E+03	-7.650E+02	-1.818E+04	 7.856E+00	-5.639E-01	-5.109E-02	 2.477E+00	 1.065E+00	 4.071E-01	 3.866E-01	 4.922E-16	-4.794E+02	-7.216E-04	 6.159E-01	-6.606E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.985E+04	-2.535E-03	 2.036E+08	-9.226E+07	-3.947E+07	 2.786E+04	 2.853E+06	 2.762E+06	 4.347E+06
  302.2500	 1.000E+01	 8.552E+00	 8.552E+00	-7.107E-07	 2.567E+03	 8.110E+04	 2.114E+05	 1.909E+03	 2.061E+03	-7.652E+02	-1.818E+04	 7.855E+00	-5.639E-01	-5.135E-02	 2.477E+00	 1.065E+00	 4.070E-01	 3.866E-01	-2.168E-18	-4.795E+02	-7.151E-04	 6.159E-01	-6.547E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-6.994E+04	-2.252E-03	 2.036E+08	-9.226E+07	-3.947E+07	 2.475E+04	 2.853E+06	 2.762E+06	 4.347E+06
  302.3000	 1.000E+01	 8.552E+00	 8.552E+00	-1.430E-05	 2.567E+03	 8.112E+04	 2.114E+05	 1.914E+03	 2.062E+03	-7.654E+02	-1.818E+04	 7.855E+00	-5.639E-01	-5.162E-02	 2.477E+00	 1.065E+00	 4.069E-01	 3.867E-01	-2.264E-16	-4.797E+02	-7.173E-04	 6.159E-01	-6.567E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.004E+04	-1.899E-03	 2.036E+08	-9.226E+07	-3.947E+07	 2.088E+04	 2.853E+06	 2.762E+06	 4.347E+06
  302.3500	 1.000E+01	 8.552E+00	 8.552E+00	-1.192E-05	 2.567E+03	 8.115E+04	 2.114E+05	 1.917E+03	 2.062E+03	-7.655E+02	-1.818E+04	 7.854E+00	-5.639E-01	-5.189E-02	 2.477E+00	 1.065E+00	 4.069E-01	 3.867E-01	-3.964E-16	-4.799E+02	-7.259E-04	 6.159E-01	-6.646E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.014E+04	-1.590E-03	 2.036E+08	-9.226E+07	-3.947E+07	 1.749E+04	 2.853E+06	 2.762E+06	 4.347E+06
  302.4000	 1.000E+01	 8.552E+00	 8.552E+00	-2.907E-06	 2.567E+03	 8.117E+04	 2.115E+05	 1.921E+03	 2.062E+03	-7.657E+02	-1.818E+04	 7.853E+00	-5.639E-01	-5.217E-02	 2.477E+00	 1.065E+00	 4.068E-01	 3.867E-01	 1.151E-15	-4.801E+02	-7.216E-04	 6.159E-01	-6.606E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.023E+04	-1.299E-03	 2.036E+08	-9.226E+07	-3.947E+07	 1.430E+04	 2.853E+06	 2.762E+06	 4.347E+06
  302.4500	 1.000E+01	 8.551E+00	 8.551E+00	-4.865E-06	 2.567E+03	 8.120E+04	 2.115E+05	 1.924E+03	 2.062E+03	-7.660E+02	-1.818E+04	 7.852E+00	-5.639E-01	-5.245E-02	 2.477E+00	 1.065E+00	 4.067E-01	 3.868E-01	 7.832E-16	-4.803E+02	-7.168E-04	 6.159E-01	-6.563E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.033E+04	-1.065E-03	 2.036E+08	-9.226E+07	-3.947E+07	 1.173E+04	 2.853E+06	 2.762E+06	 4.346E+06
  302.5000	 1.000E+01	 8.551E+00	 8.551E+00	-4.041E-06	 2.567E+03	 8.123E+04	 2.115E+05	 1.927E+03	 2.062E+03	-7.662E+02	-1.818E+04	 7.852E+00	-5.639E-01	-5.274E-02	 2.477E+00	 1.065E+00	 4.066E-01	 3.868E-01	-5.156E-16	-4.806E+02	-7.222E-04	 6.159E-01	-6.612E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.042E+04	-8.017E-04	 2.036E+08	-9.226E+07	-3.947E+07	 8.842E+03	 2.853E+06	 2.762E+06	 4.346E+06
  302.5500	 1.000E+01	 8.551E+00	 8.551E+00	-1.515E-05	 2.567E+03	 8.127E+04	 2.115E+05	 1.930E+03	 2.062E+03	-7.665E+02	-1.818E+04	 7.851E+00	-5.639E-01	-5.304E-02	 2.477E+00	 1.065E+00	 4.066E-01	 3.868E-01	-9.103E-16	-4.808E+02	-7.126E-04	 6.159E-01	-6.524E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.051E+04	-5.715E-04	 2.036E+08	-9.226E+07	-3.947E+07	 6.316E+03	 2.853E+06	 2.762E+06	 4.346E+06
  302.6000	 1.000E+01	 8.551E+00	 8.551E+00	-2.392E-05	 2.567E+03	 8.130E+04	 2.115E+05	 1.932E+03	 2.062E+03	-7.667E+02	-1.818E+04	 7.850E+00	-5.639E-01	-5.334E-02	 2.477E+00	 1.065E+00	 4.065E-01	 3.869E-01	 4.914E-16	-4.811E+02	-7.224E-04	 6.159E-01	-6.614E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.061E+04	-3.833E-04	 2.036E+08	-9.226E+07	-3.947E+07	 4.251E+03	 2.853E+06	 2.762E+06	 4.346E+06
  302.6500	 1.000E+01	 8.551E+00	 8.551E+00	 4.590E-06	 2.567E+03	 8.134E+04	 2.115E+05	 1.935E+03	 2.062E+03	-7.670E+02	-1.818E+04	 7.850E+00	-5.639E-01	-5.364E-02	 2.477E+00	 1.065E+00	 4.064E-01	 3.869E-01	-4.840E-16	-4.814E+02	-7.169E-04	 6.159E-01	-6.564E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.069E+04	-1.412E-04	 2.036E+08	-9.226E+07	-3.946E+07	 1.596E+03	 2.853E+06	 2.762E+06	 4.346E+06
  302.7000	 1.000E+01	 8.551E+00	 8.551E+00	-4.832E-06	 2.567E+03	 8.138E+04	 2.115E+05	 1.937E+03	 2.062E+03	-7.673E+02	-1.818E+04	 7.849E+00	-5.639E-01	-5.395E-02	 2.477E+00	 1.065E+00	 4.064E-01	 3.869E-01	 1.352E-15	-4.817E+02	-7.146E-04	 6.159E-01	-6.542E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.078E+04	-1.272E-05	 2.036E+08	-9.226E+07	-3.946E+07	 1.856E+02	 2.853E+06	 2.762E+06	 4.346E+06
  302.7500	 1.000E+01	 8.551E+00	 8.551E+00	-1.588E-05	 2.567E+03	 8.142E+04	 2.116E+05	 1.938E+03	 2.062E+03	-7.676E+02	-1.817E+04	 7.848E+00	-5.639E-01	-5.427E-02	 2.477E+00	 1.065E+00	 4.063E-01	 3.870E-01	-7.199E-17	-4.820E+02	-7.138E-04	 6.159E-01	-6.535E-05	 1.092E+01	-9.177E-05	 1.700E+00	 0.000E+00	-7.087E+04	 1.057E-04	 2.036E+08	-9.226E+07	-3.946E+07	-1.113E+03	 2.853E+06	 2.762E+06	 4.346E+06
